"","Scenario","Region","Variable","Type","Year","Value"
"6797","Global Net-zero","Saskatchewan","Coal & Coke","Primary Fuel",2047,0
"6798","Canada Net-zero","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2047,4167.682822
"6799","Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2047,3787.495723
"6800","Global Net-zero","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2047,4094.165306
"6801","Canada Net-zero","Saskatchewan","Natural Gas","Primary Fuel",2047,1515.5161877
"6802","Current Measures","Saskatchewan","Natural Gas","Primary Fuel",2047,8405.447456
"6803","Global Net-zero","Saskatchewan","Natural Gas","Primary Fuel",2047,2631.05255208
"6804","Canada Net-zero","Saskatchewan","Oil","Primary Fuel",2047,0
"6805","Current Measures","Saskatchewan","Oil","Primary Fuel",2047,0
"6806","Global Net-zero","Saskatchewan","Oil","Primary Fuel",2047,0
"6807","Canada Net-zero","Saskatchewan","Solar","Primary Fuel",2047,3364.7086754
"6808","Current Measures","Saskatchewan","Solar","Primary Fuel",2047,6265.370731
"6809","Global Net-zero","Saskatchewan","Solar","Primary Fuel",2047,2210.2444394
"6810","Canada Net-zero","Saskatchewan","Uranium","Primary Fuel",2047,6533.415803
"6811","Global Net-zero","Saskatchewan","Uranium","Primary Fuel",2047,6703.217025
"6812","Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2047,20971.32278
"6813","Current Measures","Saskatchewan","Wind","Primary Fuel",2047,17053.23696
"6814","Global Net-zero","Saskatchewan","Wind","Primary Fuel",2047,15870.95042
"6815","Canada Net-zero","Yukon","Biomass / Geothermal","Primary Fuel",2047,22.841845658
"6816","Current Measures","Yukon","Biomass / Geothermal","Primary Fuel",2047,6.048762609
"6817","Global Net-zero","Yukon","Biomass / Geothermal","Primary Fuel",2047,12.848582716
"6818","Canada Net-zero","Yukon","Hydro / Wave / Tidal","Primary Fuel",2047,462.599358
"6819","Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2047,453.7842001
"6820","Global Net-zero","Yukon","Hydro / Wave / Tidal","Primary Fuel",2047,460.5116838
"6821","Canada Net-zero","Yukon","Natural Gas","Primary Fuel",2047,147.1647849
"6822","Current Measures","Yukon","Natural Gas","Primary Fuel",2047,70.43646514
"6823","Global Net-zero","Yukon","Natural Gas","Primary Fuel",2047,137.5932921
"6824","Canada Net-zero","Yukon","Oil","Primary Fuel",2047,104.90422
"6825","Current Measures","Yukon","Oil","Primary Fuel",2047,22.334277
"6826","Global Net-zero","Yukon","Oil","Primary Fuel",2047,88.21542937
"6827","Canada Net-zero","Yukon","Solar","Primary Fuel",2047,61.429398623
"6828","Current Measures","Yukon","Solar","Primary Fuel",2047,47.480082728
"6829","Global Net-zero","Yukon","Solar","Primary Fuel",2047,61.429398623
"6830","Canada Net-zero","Yukon","Wind","Primary Fuel",2047,51.13600448
"6831","Current Measures","Yukon","Wind","Primary Fuel",2047,14.57229873
"6832","Global Net-zero","Yukon","Wind","Primary Fuel",2047,52.29950692
"6833","Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel",2048,23427.9501785
"6834","Current Measures","Alberta","Biomass / Geothermal","Primary Fuel",2048,307.9048343
"6835","Global Net-zero","Alberta","Biomass / Geothermal","Primary Fuel",2048,23451.2287545
"6836","Canada Net-zero","Alberta","Coal & Coke","Primary Fuel",2048,0
"6837","Current Measures","Alberta","Coal & Coke","Primary Fuel",2048,0
"6838","Global Net-zero","Alberta","Coal & Coke","Primary Fuel",2048,0
"6839","Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2048,1333.703042
"6840","Current Measures","Alberta","Hydro / Wave / Tidal","Primary Fuel",2048,1645.70572
"6841","Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2048,1325.042199
"6842","Canada Net-zero","Alberta","Natural Gas","Primary Fuel",2048,24795.1752643
"6843","Current Measures","Alberta","Natural Gas","Primary Fuel",2048,68973.36854
"6844","Global Net-zero","Alberta","Natural Gas","Primary Fuel",2048,21644.3055466
"6845","Canada Net-zero","Alberta","Oil","Primary Fuel",2048,0
"6846","Current Measures","Alberta","Oil","Primary Fuel",2048,0
"6847","Global Net-zero","Alberta","Oil","Primary Fuel",2048,0
"6848","Canada Net-zero","Alberta","Solar","Primary Fuel",2048,28352.109782
"6849","Current Measures","Alberta","Solar","Primary Fuel",2048,13042.187522
"6850","Global Net-zero","Alberta","Solar","Primary Fuel",2048,25176.709092
"6851","Canada Net-zero","Alberta","Uranium","Primary Fuel",2048,14648.13517
"6852","Global Net-zero","Alberta","Uranium","Primary Fuel",2048,9960.746289
"6853","Canada Net-zero","Alberta","Wind","Primary Fuel",2048,69155.16662
"6854","Current Measures","Alberta","Wind","Primary Fuel",2048,39920.38202
"6855","Global Net-zero","Alberta","Wind","Primary Fuel",2048,50408.41583
"6856","Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel",2048,5157.01857397
"6857","Current Measures","British Columbia","Biomass / Geothermal","Primary Fuel",2048,2672.420532
"6858","Global Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel",2048,4831.754527
"6859","Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2048,60693.10955
"6860","Current Measures","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2048,62721.56376
"6861","Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2048,62618.24922
"6862","Canada Net-zero","British Columbia","Natural Gas","Primary Fuel",2048,2561.898372
"6863","Current Measures","British Columbia","Natural Gas","Primary Fuel",2048,8416.869057
"6864","Global Net-zero","British Columbia","Natural Gas","Primary Fuel",2048,4106.2461573
"6865","Canada Net-zero","British Columbia","Oil","Primary Fuel",2048,0
"6866","Current Measures","British Columbia","Oil","Primary Fuel",2048,0
"6867","Global Net-zero","British Columbia","Oil","Primary Fuel",2048,0
"6868","Canada Net-zero","British Columbia","Solar","Primary Fuel",2048,15951.064673
"6869","Current Measures","British Columbia","Solar","Primary Fuel",2048,12262.426854
"6870","Global Net-zero","British Columbia","Solar","Primary Fuel",2048,12641.607023
"6871","Canada Net-zero","British Columbia","Uranium","Primary Fuel",2048,13876.59352
"6872","Global Net-zero","British Columbia","Uranium","Primary Fuel",2048,14215.94432
"6873","Canada Net-zero","British Columbia","Wind","Primary Fuel",2048,36285.72622
"6874","Current Measures","British Columbia","Wind","Primary Fuel",2048,28495.3771
"6875","Global Net-zero","British Columbia","Wind","Primary Fuel",2048,25172.05881
"6876","Canada Net-zero","Manitoba","Biomass / Geothermal","Primary Fuel",2048,69.29981688
"6877","Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel",2048,1577.525895
"6878","Global Net-zero","Manitoba","Biomass / Geothermal","Primary Fuel",2048,68.60151019
"6879","Canada Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2048,49984.38509
"6880","Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2048,36751.73042
"6881","Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2048,49938.86705
"6882","Canada Net-zero","Manitoba","Natural Gas","Primary Fuel",2048,0
"6883","Current Measures","Manitoba","Natural Gas","Primary Fuel",2048,0
"6884","Global Net-zero","Manitoba","Natural Gas","Primary Fuel",2048,0
"6885","Canada Net-zero","Manitoba","Oil","Primary Fuel",2048,0
"6886","Current Measures","Manitoba","Oil","Primary Fuel",2048,0.94642632
"6887","Global Net-zero","Manitoba","Oil","Primary Fuel",2048,0
"6888","Canada Net-zero","Manitoba","Solar","Primary Fuel",2048,111.313299517
"6889","Current Measures","Manitoba","Solar","Primary Fuel",2048,977.14137305
"6890","Global Net-zero","Manitoba","Solar","Primary Fuel",2048,338.8469937
"6891","Canada Net-zero","Manitoba","Uranium","Primary Fuel",2048,14885.48831
"6892","Global Net-zero","Manitoba","Uranium","Primary Fuel",2048,11941.41207
"6893","Canada Net-zero","Manitoba","Wind","Primary Fuel",2048,1393.260287
"6894","Current Measures","Manitoba","Wind","Primary Fuel",2048,5544.224856
"6895","Global Net-zero","Manitoba","Wind","Primary Fuel",2048,1412.867581
"6896","Canada Net-zero","New Brunswick","Biomass / Geothermal","Primary Fuel",2048,149.7414275
"6897","Current Measures","New Brunswick","Biomass / Geothermal","Primary Fuel",2048,79.71315424
"6898","Global Net-zero","New Brunswick","Biomass / Geothermal","Primary Fuel",2048,190.5298662
"6899","Canada Net-zero","New Brunswick","Coal & Coke","Primary Fuel",2048,0
"6900","Current Measures","New Brunswick","Coal & Coke","Primary Fuel",2048,0
"6901","Global Net-zero","New Brunswick","Coal & Coke","Primary Fuel",2048,0
"6902","Canada Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2048,2869.564848
"6903","Current Measures","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2048,2196.509935
"6904","Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2048,2858.006239
"6905","Canada Net-zero","New Brunswick","Natural Gas","Primary Fuel",2048,0
"6906","Current Measures","New Brunswick","Natural Gas","Primary Fuel",2048,0
"6907","Global Net-zero","New Brunswick","Natural Gas","Primary Fuel",2048,0
"6908","Canada Net-zero","New Brunswick","Oil","Primary Fuel",2048,39.25996262
"6909","Current Measures","New Brunswick","Oil","Primary Fuel",2048,0.013652743
"6910","Global Net-zero","New Brunswick","Oil","Primary Fuel",2048,47.30375429
"6911","Canada Net-zero","New Brunswick","Solar","Primary Fuel",2048,90.53054653
"6912","Current Measures","New Brunswick","Solar","Primary Fuel",2048,74.64939627
"6913","Global Net-zero","New Brunswick","Solar","Primary Fuel",2048,456.94779613
"6914","Canada Net-zero","New Brunswick","Uranium","Primary Fuel",2048,10395.976717
"6915","Current Measures","New Brunswick","Uranium","Primary Fuel",2048,4900.092848
"6916","Global Net-zero","New Brunswick","Uranium","Primary Fuel",2048,9619.724141
"6917","Canada Net-zero","New Brunswick","Wind","Primary Fuel",2048,7748.425605
"6918","Current Measures","New Brunswick","Wind","Primary Fuel",2048,11247.44312
"6919","Global Net-zero","New Brunswick","Wind","Primary Fuel",2048,8443.482076
"6920","Canada Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2048,46529.06518
"6921","Current Measures","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2048,45457.36048
"6922","Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2048,46529.01951
"6923","Canada Net-zero","Newfoundland and Labrador","Natural Gas","Primary Fuel",2048,19.40060348
"6924","Current Measures","Newfoundland and Labrador","Natural Gas","Primary Fuel",2048,0
"6925","Global Net-zero","Newfoundland and Labrador","Natural Gas","Primary Fuel",2048,21.12811243
"6926","Canada Net-zero","Newfoundland and Labrador","Oil","Primary Fuel",2048,18.868260635
"6927","Current Measures","Newfoundland and Labrador","Oil","Primary Fuel",2048,0
"6928","Global Net-zero","Newfoundland and Labrador","Oil","Primary Fuel",2048,16.26698363
"6929","Canada Net-zero","Newfoundland and Labrador","Solar","Primary Fuel",2048,22.701824747
"6930","Current Measures","Newfoundland and Labrador","Solar","Primary Fuel",2048,16.112138397
"6931","Global Net-zero","Newfoundland and Labrador","Solar","Primary Fuel",2048,22.701824747
"6932","Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2048,194.4986979
"6933","Current Measures","Newfoundland and Labrador","Wind","Primary Fuel",2048,194.4986979
"6934","Global Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2048,194.4986979
"6935","Canada Net-zero","Nova Scotia","Biomass / Geothermal","Primary Fuel",2048,223.099335
"6936","Current Measures","Nova Scotia","Biomass / Geothermal","Primary Fuel",2048,473.6479972
"6937","Global Net-zero","Nova Scotia","Biomass / Geothermal","Primary Fuel",2048,235.8894958
"6938","Canada Net-zero","Nova Scotia","Coal & Coke","Primary Fuel",2048,0
"6939","Current Measures","Nova Scotia","Coal & Coke","Primary Fuel",2048,0
"6940","Global Net-zero","Nova Scotia","Coal & Coke","Primary Fuel",2048,0
"6941","Canada Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2048,502.5476111
"6942","Current Measures","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2048,977.4411651
"6943","Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2048,502.7424114
"6944","Canada Net-zero","Nova Scotia","Natural Gas","Primary Fuel",2048,150.3261443
"6945","Current Measures","Nova Scotia","Natural Gas","Primary Fuel",2048,4051.249087
"6946","Global Net-zero","Nova Scotia","Natural Gas","Primary Fuel",2048,91.22623836
"6947","Canada Net-zero","Nova Scotia","Oil","Primary Fuel",2048,11.97159834
"6948","Current Measures","Nova Scotia","Oil","Primary Fuel",2048,0
"6949","Global Net-zero","Nova Scotia","Oil","Primary Fuel",2048,10.67088746
"6950","Canada Net-zero","Nova Scotia","Solar","Primary Fuel",2048,37.816859247
"6951","Current Measures","Nova Scotia","Solar","Primary Fuel",2048,671.7101462
"6952","Global Net-zero","Nova Scotia","Solar","Primary Fuel",2048,172.67565434
"6953","Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2048,25275.869658
"6954","Current Measures","Nova Scotia","Wind","Primary Fuel",2048,7813.219373
"6955","Global Net-zero","Nova Scotia","Wind","Primary Fuel",2048,24789.016307
"6956","Canada Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2048,609.419012
"6957","Current Measures","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2048,347.007538
"6958","Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2048,521.1134424
"6959","Canada Net-zero","Northwest Territories","Natural Gas","Primary Fuel",2048,38.30864767
"6960","Current Measures","Northwest Territories","Natural Gas","Primary Fuel",2048,0
"6961","Global Net-zero","Northwest Territories","Natural Gas","Primary Fuel",2048,36.43359004
"6962","Canada Net-zero","Northwest Territories","Oil","Primary Fuel",2048,18.95506733
"6963","Current Measures","Northwest Territories","Oil","Primary Fuel",2048,10.97547408
"6964","Global Net-zero","Northwest Territories","Oil","Primary Fuel",2048,14.89373682
"6965","Canada Net-zero","Northwest Territories","Solar","Primary Fuel",2048,61.686417767
"6966","Current Measures","Northwest Territories","Solar","Primary Fuel",2048,3.230904551
"6967","Global Net-zero","Northwest Territories","Solar","Primary Fuel",2048,64.153303767
"6968","Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2048,78.90824728
"6969","Current Measures","Northwest Territories","Wind","Primary Fuel",2048,20.38180453
"6970","Global Net-zero","Northwest Territories","Wind","Primary Fuel",2048,37.86329261
"6971","Current Measures","Nunavut","Biomass / Geothermal","Primary Fuel",2048,178.7236036
"6972","Canada Net-zero","Nunavut","Oil","Primary Fuel",2048,362.389109
"6973","Current Measures","Nunavut","Oil","Primary Fuel",2048,90.72919719
"6974","Global Net-zero","Nunavut","Oil","Primary Fuel",2048,346.1281019
"6975","Canada Net-zero","Nunavut","Solar","Primary Fuel",2048,45.402719644
"6976","Current Measures","Nunavut","Solar","Primary Fuel",2048,44.206519638
"6977","Global Net-zero","Nunavut","Solar","Primary Fuel",2048,45.330738534
"6978","Canada Net-zero","Nunavut","Wind","Primary Fuel",2048,92.38005602
"6979","Current Measures","Nunavut","Wind","Primary Fuel",2048,91.09987509
"6980","Global Net-zero","Nunavut","Wind","Primary Fuel",2048,92.3576177
"6981","Canada Net-zero","Ontario","Biomass / Geothermal","Primary Fuel",2048,13962.1221885
"6982","Current Measures","Ontario","Biomass / Geothermal","Primary Fuel",2048,1999.611165
"6983","Global Net-zero","Ontario","Biomass / Geothermal","Primary Fuel",2048,4774.673999
"6984","Canada Net-zero","Ontario","Hydro / Wave / Tidal","Primary Fuel",2048,40502.52534
"6985","Current Measures","Ontario","Hydro / Wave / Tidal","Primary Fuel",2048,37220.90512
"6986","Global Net-zero","Ontario","Hydro / Wave / Tidal","Primary Fuel",2048,40924.00211
"6987","Canada Net-zero","Ontario","Natural Gas","Primary Fuel",2048,27646.108234
"6988","Current Measures","Ontario","Natural Gas","Primary Fuel",2048,12041.63163
"6989","Global Net-zero","Ontario","Natural Gas","Primary Fuel",2048,41328.115209
"6990","Canada Net-zero","Ontario","Oil","Primary Fuel",2048,0
"6991","Current Measures","Ontario","Oil","Primary Fuel",2048,0
"6992","Global Net-zero","Ontario","Oil","Primary Fuel",2048,0
"6993","Canada Net-zero","Ontario","Solar","Primary Fuel",2048,21358.703602
"6994","Current Measures","Ontario","Solar","Primary Fuel",2048,17423.889563
"6995","Global Net-zero","Ontario","Solar","Primary Fuel",2048,17578.228502
"6996","Canada Net-zero","Ontario","Uranium","Primary Fuel",2048,163802.57975
"6997","Current Measures","Ontario","Uranium","Primary Fuel",2048,82755.469184
"6998","Global Net-zero","Ontario","Uranium","Primary Fuel",2048,164958.80136
"6999","Canada Net-zero","Ontario","Wind","Primary Fuel",2048,216945.4747
"7000","Current Measures","Ontario","Wind","Primary Fuel",2048,87289.45914
"7001","Global Net-zero","Ontario","Wind","Primary Fuel",2048,198481.1203
"7002","Canada Net-zero","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2048,4.242514888
